#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
NC_007005.1/5651663-5651744         -         C4                   RF01695    cm        1       87        1       82      +    no    1 0.65   0.0   60.4   3.4e-10 !   -
NC_007712.1/1527580-1527499         -         C4                   RF01695    cm        1       87        1       82      +    no    1 0.62   0.0   60.3   3.5e-10 !   -
NC_002488.3/2387378-2387297         -         C4                   RF01695    cm        1       87        1       82      +    no    1 0.62   0.0   60.3   3.5e-10 !   -
NZ_AAAL02000013.1/8678-8770         -         C4                   RF01695    cm        1       87        1       93      +    no    1 0.59   0.0   60.2   3.7e-10 !   -
NZ_AAVZ01000004.1/59163-59071       -         C4                   RF01695    cm        1       87        1       93      +    no    1 0.68   0.3   60.1   3.9e-10 !   -
NC_008027.1/5194676-5194589         -         C4                   RF01695    cm        1       87        1       88      +    no    1 0.68   0.0   60.0     4e-10 !   -
NC_007712.1/4059279-4059192         -         C4                   RF01695    cm        1       87        1       88      +    no    1 0.59   0.0   59.9   4.4e-10 !   -
NZ_AAAU03000001.1/771062-770978     -         C4                   RF01695    cm        1       87        1       85      +    no    1 0.72   0.7   59.8   4.6e-10 !   -
NZ_AACJ01000013.1/2187-2101         -         C4                   RF01695    cm        1       87        1       87      +    no    1 0.52   0.0   59.7     5e-10 !   -
NC_007712.1/2663915-2664000         -         C4                   RF01695    cm        1       87        1       86      +    no    1 0.52   0.0   59.6   5.3e-10 !   -
NC_008309.1/565968-566054           -         C4                   RF01695    cm        1       87        1       87      +    no    1 0.52   0.0   59.5   5.5e-10 !   -
sludgeOz_Contig11344/5032-5114      -         C4                   RF01695    cm        1       87        1       83      +    no    1 0.67   0.1   59.4   5.8e-10 !   -
NC_008027.1/427349-427440           -         C4                   RF01695    cm        1       87        1       92      +    no    1 0.64   0.0   59.2   6.3e-10 !   -
NZ_AADO01000003.1/1933-2018         -         C4                   RF01695    cm        1       87        1       86      +    no    1 0.44   0.0   59.1   6.7e-10 !   -
NC_006840.1/2243662-2243579         -         C4                   RF01695    cm        1       87        1       84      +    no    1 0.52   0.0   58.8     8e-10 !   -
NC_009446.1/824732-824817           -         C4                   RF01695    cm        1       87        1       86      +    no    1 0.56   0.0   58.8     8e-10 !   -
NZ_AAZE01000005.1/1255-1340         -         C4                   RF01695    cm        1       87        1       86      +    no    1 0.45   0.0   58.7   8.4e-10 !   -
NZ_AAZF01000003.1/38900-38815       -         C4                   RF01695    cm        1       87        1       86      +    no    1 0.45   0.0   58.7   8.4e-10 !   -
NZ_AAZH01000001.1/84396-84481       -         C4                   RF01695    cm        1       87        1       86      +    no    1 0.45   0.0   58.7   8.4e-10 !   -
NC_007146.1/1576614-1576529         -         C4                   RF01695    cm        1       87        1       86      +    no    1 0.45   0.0   58.7   8.4e-10 !   -
NC_009566.1/965902-965987           -         C4                   RF01695    cm        1       87        1       86      +    no    1 0.45   0.0   58.7   8.4e-10 !   -
NC_008781.1/380216-380131           -         C4                   RF01695    cm        1       87        1       86      +    no    1 0.67   0.0   58.6     9e-10 !   -
JCVI_SCAF_1096627418547/617-700     -         C4                   RF01695    cm        1       87        1       84      +    no    1 0.60   0.0   58.6   9.2e-10 !   -
JCVI_SCAF_1096627028318/1583-1668   -         C4                   RF01695    cm        1       87        1       86      +    no    1 0.72   0.2   58.5   9.4e-10 !   -
NZ_AAVZ01000001.1/108170-108255     -         C4                   RF01695    cm        1       87        1       86      +    no    1 0.66   0.0   58.3   1.1e-09 !   -
NC_009567.1/169172-169257           -         C4                   RF01695    cm        1       87        1       86      +    no    1 0.44   0.0   58.2   1.1e-09 !   -
NC_008314.1/273926-274013           -         C4                   RF01695    cm        1       87        1       88      +    no    1 0.75   5.1   57.9   1.3e-09 !   -
NC_009085.1/2055349-2055265         -         C4                   RF01695    cm        1       87        1       85      +    no    1 0.56   0.0   57.8   1.4e-09 !   -
NC_009085.1/1493304-1493388         -         C4                   RF01695    cm        1       87        1       85      +    no    1 0.56   0.0   57.7   1.5e-09 !   -
NZ_ABCH01000029.1/41299-41379       -         C4                   RF01695    cm        1       87        1       81      +    no    1 0.59   0.0   57.6   1.6e-09 !   -
NC_009085.1/1581044-1581128         -         C4                   RF01695    cm        1       87        1       85      +    no    1 0.60   0.0   57.1     2e-09 !   -
NC_008781.1/1018953-1018867         -         C4                   RF01695    cm        1       87        1       87      +    no    1 0.63   0.0   57.0   2.1e-09 !   -
NC_009085.1/2365091-2365008         -         C4                   RF01695    cm        1       87        1       84      +    no    1 0.51   0.0   56.9   2.3e-09 !   -
NC_009085.1/2114540-2114456         -         C4                   RF01695    cm        1       87        1       85      +    no    1 0.60   0.0   56.8   2.4e-09 !   -
NZ_AAUH01000005.1/66833-66741       -         C4                   RF01695    cm        1       87        1       93      +    no    1 0.60   0.0   56.7   2.6e-09 !   -
NC_009512.1/4999895-4999981         -         C4                   RF01695    cm        1       87        1       87      +    no    1 0.59   0.0   56.6   2.7e-09 !   -
NC_004827.1/6364-6280               -         C4                   RF01695    cm        1       87        1       85      +    no    1 0.48   0.0   56.5   2.9e-09 !   -
NC_009085.1/98547-98462             -         C4                   RF01695    cm        1       87        1       86      +    no    1 0.63   0.0   56.4   3.1e-09 !   -
NC_008027.1/2652833-2652926         -         C4                   RF01695    cm        1       87        1       94      +    no    1 0.64   0.0   56.2   3.5e-09 !   -
NZ_AAZF01000005.1/72866-72949       -         C4                   RF01695    cm        1       87        1       84      +    no    1 0.55   0.0   55.9     4e-09 !   -
NZ_AAZG01000002.1/114094-114177     -         C4                   RF01695    cm        1       87        1       84      +    no    1 0.55   0.0   55.9     4e-09 !   -
NZ_AAZF01000002.1/232050-231964     -         C4                   RF01695    cm        1       87        1       86      +    no    1 0.51   0.0   55.5     5e-09 !   -
NZ_AAJZ01000001.1/4209920-4209837   -         C4                   RF01695    cm        1       87        1       84      +    no    1 0.58   0.0   55.4   5.4e-09 !   -
NZ_AAVY01000017.1/134946-135034     -         C4                   RF01695    cm        1       87        1       89      +    no    1 0.58   0.0   55.4   5.5e-09 !   -
NZ_AAVY01000013.1/86112-86198       -         C4                   RF01695    cm        1       87        1       87      +    no    1 0.61   0.0   54.9   6.9e-09 !   -
NC_009446.1/299743-299661           -         C4                   RF01695    cm        4       87        1       83      +    5'    2 0.54   0.0   54.8   7.4e-09 !   -
NZ_AAQW01000001.1/6009993-6010074   -         C4                   RF01695    cm        4       87        1       82      +    5'    2 0.70   0.0   54.8   7.7e-09 !   -
NZ_AAZJ01000012.1/9811-9897         -         C4                   RF01695    cm        1       87        1       86      +    no    1 0.52   0.0   53.7   1.4e-08 !   -
NC_009436.1/1205701-1205615         -         C4                   RF01695    cm        1       87        1       87      +    no    1 0.57   0.0   53.3   1.7e-08 !   -
NC_008027.1/5667972-5667886         -         C4                   RF01695    cm        1       87        1       87      +    no    1 0.69   0.2   53.2   1.8e-08 !   -
NC_007492.1/1502980-1503070         -         C4                   RF01695    cm        1       87        1       91      +    no    1 0.57   0.0   53.1   1.9e-08 !   -
NC_008309.1/1602795-1602876         -         C4                   RF01695    cm        1       87        1       82      +    no    1 0.50   0.0   53.1   1.9e-08 !   -
JCVI_SCAF_1096628137543/1077-1163   -         C4                   RF01695    cm        1       87        1       87      +    no    1 0.66   0.0   52.9   2.1e-08 !   -
NC_009085.1/1469454-1469538         -         C4                   RF01695    cm        1       87        1       85      +    no    1 0.60   0.0   52.5   2.6e-08 !   -
NZ_AASA01000084.1/6161-6256         -         C4                   RF01695    cm        1       87        1       96      +    no    1 0.55   0.0   52.3   2.9e-08 !   -
NC_003295.1/3475955-3475871         -         C4                   RF01695    cm        8       80        8       82      +    no    1 0.75   4.9   52.2   3.2e-08 !   -
NZ_AAUU01000060.1/5711-5630         -         C4                   RF01695    cm        1       87        1       82      +    no    1 0.54   0.0   51.9   3.8e-08 !   -
NC_007492.1/4210726-4210638         -         C4                   RF01695    cm        1       87        1       89      +    no    1 0.63   0.0   50.9   6.5e-08 !   -
NZ_AAVD01000003.1/489428-489345     -         C4                   RF01695    cm        1       87        1       84      +    no    1 0.73   0.4   50.7   7.1e-08 !   -
NC_009085.1/871633-871716           -         C4                   RF01695    cm        1       87        1       84      +    no    1 0.49   0.0   50.3   9.3e-08 !   -
NC_002947.3/1995754-1995667         -         C4                   RF01695    cm        1       87        1       88      +    no    1 0.60   0.0   50.2   9.4e-08 !   -
NC_009446.1/292912-292832           -         C4                   RF01695    cm        4       87        1       81      +    5'    2 0.56   0.0   50.1     1e-07 !   -
NC_006138.1/446698-446777           -         C4                   RF01695    cm        1       87        1       79      +    no    1 0.57   0.0   49.9   1.1e-07 !   -
NC_009085.1/3754463-3754380         -         C4                   RF01695    cm        1       87        1       84      +    no    1 0.57   0.0   49.9   1.2e-07 !   -
